Trade number,Type,Date and time,Signal,Price AUD,Size (qty),Size (value),Net PnL AUD,Return %,Commission AUD,Favorable excursion AUD,Favorable excursion %,Adverse excursion AUD,Adverse excursion %,Cumulative PnL AUD,Cumulative PnL %,Duration (bars)
169,Entry long,2025-12-15 06:00,EURAUD_1100_LONG,1.76671,1,1.76671,0.003,0.16,0,0.003,0.16,-0.001,-0.05,0.03,0.00,3
170,Exit long,2025-12-16 08:00,TP_OR_SL,1.77019,1,1.77224,-0.002,-0.12,0,0.002,0.12,-0.002,-0.12,0.03,0.00,2
170,Entry long,2025-12-16 06:00,EURAUD_1100_LONG,1.77224,1,1.77224,-0.002,-0.12,0,0.002,0.12,-0.002,-0.12,0.03,0.00,2
171,Exit long,2026-01-08 09:00,TIME_EXIT,1.74346,1,1.74366,-0.0002,-0.01,0,0.001,0.05,-0.002,-0.10,0.03,0.00,3
171,Entry long,2026-01-08 06:00,EURAUD_1100_LONG,1.74366,1,1.74366,-0.0002,-0.01,0,0.001,0.05,-0.002,-0.10,0.03,0.00,3
172,Exit long,2026-01-14 09:00,TIME_EXIT,1.74388,1,1.74309,0.001,0.05,0,0.003,0.15,-0.001,-0.05,0.03,0.00,3
172,Entry long,2026-01-14 06:00,EURAUD_1100_LONG,1.74309,1,1.74309,0.001,0.05,0,0.003,0.15,-0.001,-0.05,0.03,0.00,3
173,Exit long,2026-01-20 08:00,TP_OR_SL,1.74667,1,1.74232,0.004,0.25,0,0.004,0.25,-0.001,-0.06,0.04,0.00,2
173,Entry long,2026-01-20 06:00,EURAUD_1100_LONG,1.74232,1,1.74232,0.004,0.25,0,0.004,0.25,-0.001,-0.06,0.04,0.00,2
174,Exit long,2026-02-13 08:00,TP_OR_SL,1.67904,1,1.68199,-0.003,-0.18,0,0.001,0.06,-0.003,-0.18,0.03,0.00,2
174,Entry long,2026-02-13 06:00,EURAUD_1100_LONG,1.68199,1,1.68199,-0.003,-0.18,0,0.001,0.06,-0.003,-0.18,0.03,0.00,2
175,Exit long,2026-03-06 07:00,TP_OR_SL,1.65057,1,1.65336,-0.003,-0.17,0,0.001,0.04,-0.003,-0.17,0.03,0.00,1
175,Entry long,2026-03-06 06:00,EURAUD_1100_LONG,1.65336,1,1.65336,-0.003,-0.17,0,0.001,0.04,-0.003,-0.17,0.03,0.00,1
176,Exit long,2026-03-13 10:00,TIME_EXIT,1.63112,1,1.62688,0.004,0.26,0,0.005,0.30,-0.001,-0.03,0.03,0.00,3
176,Entry long,2026-03-13 07:00,EURAUD_1100_LONG,1.62688,1,1.62688,0.004,0.26,0,0.005,0.30,-0.001,-0.03,0.03,0.00,3
177,Exit long,2026-03-20 10:00,TP_OR_SL,1.63952,1,1.6345,0.01,0.31,0,0.01,0.31,-0.001,-0.06,0.04,0.00,3
177,Entry long,2026-03-20 07:00,EURAUD_1100_LONG,1.6345,1,1.6345,0.01,0.31,0,0.01,0.31,-0.001,-0.06,0.04,0.00,3
178,Exit long,2026-03-25 10:00,TP_OR_SL,1.66308,1,1.66586,-0.003,-0.17,0,0.002,0.11,-0.003,-0.17,0.04,0.00,3
178,Entry long,2026-03-25 07:00,EURAUD_1100_LONG,1.66586,1,1.66586,-0.003,-0.17,0,0.002,0.11,-0.003,-0.17,0.04,0.00,3
179,Exit long,2026-03-26 10:00,TIME_EXIT,1.66975,1,1.66774,0.002,0.12,0,0.003,0.20,-0.002,-0.09,0.04,0.00,3
179,Entry long,2026-03-26 07:00,EURAUD_1100_LONG,1.66774,1,1.66774,0.002,0.12,0,0.003,0.20,-0.002,-0.09,0.04,0.00,3
180,Exit long,2026-04-02 08:00,TP_OR_SL,1.67506,1,1.67748,-0.002,-0.14,0,0.0004,0.02,-0.002,-0.14,0.04,0.00,1
180,Entry long,2026-04-02 07:00,EURAUD_1100_LONG,1.67748,1,1.67748,-0.002,-0.14,0,0.0004,0.02,-0.002,-0.14,0.04,0.00,1
181,Exit long,2026-04-13 09:00,TP_OR_SL,1.65841,1,1.66049,-0.002,-0.13,0,0.002,0.11,-0.002,-0.13,0.03,0.00,2
181,Entry long,2026-04-13 07:00,EURAUD_1100_LONG,1.66049,1,1.66049,-0.002,-0.13,0,0.002,0.11,-0.002,-0.13,0.03,0.00,2
182,Exit long,2026-04-24 10:00,TIME_EXIT,1.63969,1,1.63984,-0.0001,-0.01,0,0.002,0.13,-0.001,-0.04,0.03,0.00,3
182,Entry long,2026-04-24 07:00,EURAUD_1100_LONG,1.63984,1,1.63984,-0.0001,-0.01,0,0.002,0.13,-0.001,-0.04,0.03,0.00,3
183,Exit long,2026-05-15 10:00,TP_OR_SL,1.62417,1,1.62631,-0.002,-0.13,0,0.001,0.06,-0.002,-0.13,0.03,0.00,3
183,Entry long,2026-05-15 07:00,EURAUD_1100_LONG,1.62631,1,1.62631,-0.002,-0.13,0,0.001,0.06,-0.002,-0.13,0.03,0.00,3
184,Exit long,2026-05-27 10:00,TIME_EXIT,1.63118,1,1.63166,-0.0005,-0.03,0,0.002,0.10,-0.001,-0.05,0.03,0.00,3
184,Entry long,2026-05-27 07:00,EURAUD_1100_LONG,1.63166,1,1.63166,-0.0005,-0.03,0,0.002,0.10,-0.001,-0.05,0.03,0.00,3
185,Exit long,2026-05-28 10:00,TP_OR_SL,1.63035,1,1.63204,-0.002,-0.10,0,0.001,0.04,-0.002,-0.10,0.03,0.00,3
185,Entry long,2026-05-28 07:00,EURAUD_1100_LONG,1.63204,1,1.63204,-0.002,-0.10,0,0.001,0.04,-0.002,-0.10,0.03,0.00,3
186,Exit long,2026-06-04 10:00,TIME_EXIT,1.629,1,1.62899,0.00001,0.00,0,0.001,0.07,-0.0003,-0.02,0.03,0.00,3
186,Entry long,2026-06-04 07:00,EURAUD_1100_LONG,1.62899,1,1.62899,0.00001,0.00,0,0.001,0.07,-0.0003,-0.02,0.03,0.00,3
187,Exit long,2026-06-09 10:00,TP_OR_SL,1.64272,1,1.63903,0.004,0.23,0,0.004,0.23,-0.0005,-0.03,0.03,0.00,3
187,Entry long,2026-06-09 07:00,EURAUD_1100_LONG,1.63903,1,1.63903,0.004,0.23,0,0.004,0.23,-0.0005,-0.03,0.03,0.00,3
188,Exit long,2026-06-23 10:00,TIME_EXIT,1.64231,1,1.6424,-0.0001,-0.01,0,0.001,0.07,-0.002,-0.09,0.03,0.00,3
188,Entry long,2026-06-23 07:00,EURAUD_1100_LONG,1.6424,1,1.6424,-0.0001,-0.01,0,0.001,0.07,-0.002,-0.09,0.03,0.00,3
189,Exit long,2026-07-09 10:00,TIME_EXIT,1.64788,1,1.64814,-0.0003,-0.02,0,0.001,0.04,-0.001,-0.05,0.03,0.00,3
189,Entry long,2026-07-09 07:00,EURAUD_1100_LONG,1.64814,1,1.64814,-0.0003,-0.02,0,0.001,0.04,-0.001,-0.05,0.03,0.00,3
190,Exit long,2026-07-28 09:00,TP_OR_SL,1.63036,1,1.63173,-0.001,-0.08,0,0,0.00,-0.001,-0.08,0.03,0.00,2
190,Entry long,2026-07-28 07:00,EURAUD_1100_LONG,1.63173,1,1.63173,-0.001,-0.08,0,0,0.00,-0.001,-0.08,0.03,0.00,2
191,Exit long,2026-08-03 09:00,TP_OR_SL,1.64876,1,1.64556,0.003,0.19,0,0.003,0.19,-0.0002,-0.01,0.03,0.00,2
191,Entry long,2026-08-03 07:00,EURAUD_1100_LONG,1.64556,1,1.64556,0.003,0.19,0,0.003,0.19,-0.0002,-0.01,0.03,0.00,2
192,Exit long,2026-08-19 08:00,TP_OR_SL,1.63883,1,1.64022,-0.001,-0.08,0,0.0002,0.01,-0.001,-0.08,0.03,0.00,1
192,Entry long,2026-08-19 07:00,EURAUD_1100_LONG,1.64022,1,1.64022,-0.001,-0.08,0,0.0002,0.01,-0.001,-0.08,0.03,0.00,1
193,Exit long,2026-08-20 08:00,TP_OR_SL,1.64219,1,1.64364,-0.001,-0.09,0,0.001,0.05,-0.001,-0.09,0.03,0.00,1
193,Entry long,2026-08-20 07:00,EURAUD_1100_LONG,1.64364,1,1.64364,-0.001,-0.09,0,0.001,0.05,-0.001,-0.09,0.03,0.00,1
194,Exit long,2026-09-10 08:00,TP_OR_SL,1.61772,1,1.61546,0.002,0.14,0,0.002,0.14,-0.0002,-0.01,0.03,0.00,1
194,Entry long,2026-09-10 07:00,EURAUD_1100_LONG,1.61546,1,1.61546,0.002,0.14,0,0.002,0.14,-0.0002,-0.01,0.03,0.00,1
