Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
168,Exit long,2025-11-11 09:00,TIME_EXIT,0.65363,1,0.65259,0.001,0.16,0,0.001,0.19,-0.0004,-0.06,0.03,0.00,3
168,Entry long,2025-11-11 06:00,AUDUSD_HL_BASE,0.65259,1,0.65259,0.001,0.16,0,0.001,0.19,-0.0004,-0.06,0.03,0.00,3
169,Exit long,2025-11-18 09:00,TIME_EXIT,0.6498,1,0.65031,-0.001,-0.08,0,0.001,0.14,-0.001,-0.11,0.03,0.00,3
169,Entry long,2025-11-18 06:00,AUDUSD_HL_BASE,0.65031,1,0.65031,-0.001,-0.08,0,0.001,0.14,-0.001,-0.11,0.03,0.00,3
170,Exit long,2025-12-01 09:00,TIME_EXIT,0.65606,1,0.65542,0.001,0.10,0,0.001,0.19,-0.0004,-0.06,0.03,0.00,3
170,Entry long,2025-12-01 06:00,AUDUSD_HL_BODY_EXTREME,0.65542,1,0.65542,0.001,0.10,0,0.001,0.19,-0.0004,-0.06,0.03,0.00,3
171,Exit long,2025-12-03 09:00,TP_OR_SL,0.65815,1,0.65892,-0.001,-0.12,0,0.001,0.11,-0.001,-0.12,0.03,0.00,3
171,Entry long,2025-12-03 06:00,AUDUSD_HL_BASE,0.65892,1,0.65892,-0.001,-0.12,0,0.001,0.11,-0.001,-0.12,0.03,0.00,3
172,Exit long,2025-12-11 09:00,TIME_EXIT,0.66596,1,0.66579,0.0002,0.03,0,0.002,0.27,-0.0004,-0.06,0.03,0.00,3
172,Entry long,2025-12-11 06:00,AUDUSD_HL_BASE,0.66579,1,0.66579,0.0002,0.03,0,0.002,0.27,-0.0004,-0.06,0.03,0.00,3
173,Exit long,2025-12-22 09:00,TIME_EXIT,0.66514,1,0.66432,0.001,0.12,0,0.001,0.18,-0.0002,-0.03,0.03,0.00,3
173,Entry long,2025-12-22 06:00,AUDUSD_HL_BASE,0.66432,1,0.66432,0.001,0.12,0,0.001,0.18,-0.0002,-0.03,0.03,0.00,3
174,Exit long,2026-01-05 08:00,TP_OR_SL,0.66747,1,0.66842,-0.001,-0.14,0,0.0003,0.04,-0.001,-0.14,0.03,0.00,2
174,Entry long,2026-01-05 06:00,AUDUSD_HL_BASE,0.66842,1,0.66842,-0.001,-0.14,0,0.0003,0.04,-0.001,-0.14,0.03,0.00,2
175,Exit long,2026-01-12 09:00,TIME_EXIT,0.671,1,0.67062,0.0004,0.06,0,0.001,0.18,-0.0003,-0.04,0.03,0.00,3
175,Entry long,2026-01-12 06:00,AUDUSD_HL_BASE,0.67062,1,0.67062,0.0004,0.06,0,0.001,0.18,-0.0003,-0.04,0.03,0.00,3
176,Exit long,2026-01-16 08:00,TP_OR_SL,0.66972,1,0.67038,-0.001,-0.10,0,0.0003,0.04,-0.001,-0.10,0.03,0.00,2
176,Entry long,2026-01-16 06:00,AUDUSD_HL_BASE,0.67038,1,0.67038,-0.001,-0.10,0,0.0003,0.04,-0.001,-0.10,0.03,0.00,2
177,Exit long,2026-01-19 09:00,TIME_EXIT,0.67092,1,0.67029,0.001,0.09,0,0.001,0.12,-0.0002,-0.03,0.03,0.00,3
177,Entry long,2026-01-19 06:00,AUDUSD_HL_BASE,0.67029,1,0.67029,0.001,0.09,0,0.001,0.12,-0.0002,-0.03,0.03,0.00,3
178,Exit long,2026-01-21 07:00,TP_OR_SL,0.67667,1,0.67499,0.002,0.25,0,0.002,0.25,-0.00001,0.00,0.03,0.00,1
178,Entry long,2026-01-21 06:00,AUDUSD_HL_BASE,0.67499,1,0.67499,0.002,0.25,0,0.002,0.25,-0.00001,0.00,0.03,0.00,1
179,Exit long,2026-01-23 09:00,TIME_EXIT,0.68634,1,0.6852,0.001,0.17,0,0.002,0.22,-0.0004,-0.05,0.04,0.00,3
179,Entry long,2026-01-23 06:00,AUDUSD_HL_BODY_EXTREME,0.6852,1,0.6852,0.001,0.17,0,0.002,0.22,-0.0004,-0.05,0.04,0.00,3
180,Exit long,2026-01-27 09:00,TP_OR_SL,0.69531,1,0.69316,0.002,0.31,0,0.002,0.31,-0.00004,-0.01,0.04,0.00,3
180,Entry long,2026-01-27 06:00,AUDUSD_HL_BASE,0.69316,1,0.69316,0.002,0.31,0,0.002,0.31,-0.00004,-0.01,0.04,0.00,3
181,Exit long,2026-02-06 09:00,TIME_EXIT,0.70094,1,0.69858,0.002,0.34,0,0.003,0.39,-0.001,-0.09,0.04,0.00,3
181,Entry long,2026-02-06 06:00,AUDUSD_HL_BODY_EXTREME,0.69858,1,0.69858,0.002,0.34,0,0.003,0.39,-0.001,-0.09,0.04,0.00,3
182,Exit long,2026-02-09 09:00,TP_OR_SL,0.70638,1,0.7036,0.003,0.40,0,0.003,0.40,0,0.00,0.04,0.00,3
182,Entry long,2026-02-09 06:00,AUDUSD_HL_BODY_EXTREME,0.7036,1,0.7036,0.003,0.40,0,0.003,0.40,0,0.00,0.04,0.00,3
183,Exit long,2026-02-10 09:00,TIME_EXIT,0.7084,1,0.7074,0.001,0.14,0,0.002,0.23,-0.001,-0.13,0.04,0.00,3
183,Entry long,2026-02-10 06:00,AUDUSD_HL_BASE,0.7074,1,0.7074,0.001,0.14,0,0.002,0.23,-0.001,-0.13,0.04,0.00,3
184,Exit long,2026-02-11 08:00,TP_OR_SL,0.70994,1,0.71118,-0.001,-0.17,0,0.001,0.11,-0.001,-0.17,0.04,0.00,2
184,Entry long,2026-02-11 06:00,AUDUSD_HL_BASE,0.71118,1,0.71118,-0.001,-0.17,0,0.001,0.11,-0.001,-0.17,0.04,0.00,2
185,Exit long,2026-02-12 09:00,TIME_EXIT,0.7123,1,0.7129,-0.001,-0.08,0,0.002,0.22,-0.001,-0.16,0.04,0.00,3
185,Entry long,2026-02-12 06:00,AUDUSD_HL_BASE,0.7129,1,0.7129,-0.001,-0.08,0,0.002,0.22,-0.001,-0.16,0.04,0.00,3
186,Exit long,2026-03-09 10:00,TIME_EXIT,0.70348,1,0.70139,0.002,0.30,0,0.003,0.43,-0.001,-0.10,0.04,0.00,3
186,Entry long,2026-03-09 07:00,AUDUSD_HL_BASE,0.70139,1,0.70139,0.002,0.30,0,0.003,0.43,-0.001,-0.10,0.04,0.00,3
187,Exit long,2026-03-10 10:00,TIME_EXIT,0.71462,1,0.71204,0.003,0.36,0,0.003,0.38,-0.002,-0.22,0.05,0.00,3
187,Entry long,2026-03-10 07:00,AUDUSD_HL_BASE,0.71204,1,0.71204,0.003,0.36,0,0.003,0.38,-0.002,-0.22,0.05,0.00,3
188,Exit long,2026-03-16 10:00,TIME_EXIT,0.70628,1,0.70505,0.001,0.17,0,0.003,0.36,-0.0001,-0.01,0.05,0.00,3
188,Entry long,2026-03-16 07:00,AUDUSD_HL_BASE,0.70505,1,0.70505,0.001,0.17,0,0.003,0.36,-0.0001,-0.01,0.05,0.00,3
189,Exit long,2026-04-01 08:00,TP_OR_SL,0.69373,1,0.69544,-0.002,-0.25,0,0.001,0.12,-0.002,-0.25,0.05,0.00,1
189,Entry long,2026-04-01 07:00,AUDUSD_HL_BASE,0.69544,1,0.69544,-0.002,-0.25,0,0.001,0.12,-0.002,-0.25,0.05,0.00,1
190,Exit long,2026-04-10 10:00,TP_OR_SL,0.70924,1,0.70718,0.002,0.29,0,0.002,0.29,-0.0001,-0.01,0.05,0.00,3
190,Entry long,2026-04-10 07:00,AUDUSD_HL_BASE,0.70718,1,0.70718,0.002,0.29,0,0.002,0.29,-0.0001,-0.01,0.05,0.00,3
191,Exit long,2026-04-14 10:00,TIME_EXIT,0.71426,1,0.71264,0.002,0.23,0,0.002,0.30,-0.001,-0.08,0.05,0.00,3
191,Entry long,2026-04-14 07:00,AUDUSD_HL_BASE,0.71264,1,0.71264,0.002,0.23,0,0.002,0.30,-0.001,-0.08,0.05,0.00,3
192,Exit long,2026-04-24 08:00,TP_OR_SL,0.71328,1,0.71442,-0.001,-0.16,0,0.0003,0.04,-0.001,-0.16,0.05,0.00,1
192,Entry long,2026-04-24 07:00,AUDUSD_HL_BASE,0.71442,1,0.71442,-0.001,-0.16,0,0.0003,0.04,-0.001,-0.16,0.05,0.00,1
193,Exit long,2026-04-30 10:00,TP_OR_SL,0.71792,1,0.71536,0.003,0.36,0,0.003,0.36,-0.001,-0.13,0.05,0.00,3
193,Entry long,2026-04-30 07:00,AUDUSD_HL_BASE,0.71536,1,0.71536,0.003,0.36,0,0.003,0.36,-0.001,-0.13,0.05,0.00,3
194,Exit long,2026-05-01 10:00,TP_OR_SL,0.72166,1,0.71968,0.002,0.28,0,0.002,0.28,-0.0002,-0.03,0.05,0.00,3
194,Entry long,2026-05-01 07:00,AUDUSD_HL_BASE,0.71968,1,0.71968,0.002,0.28,0,0.002,0.28,-0.0002,-0.03,0.05,0.00,3
195,Exit long,2026-05-05 10:00,TIME_EXIT,0.71884,1,0.71723,0.002,0.22,0,0.002,0.23,-0.0005,-0.07,0.05,0.00,3
195,Entry long,2026-05-05 07:00,AUDUSD_HL_BASE,0.71723,1,0.71723,0.002,0.22,0,0.002,0.23,-0.0005,-0.07,0.05,0.00,3
196,Exit long,2026-05-11 10:00,TIME_EXIT,0.7256,1,0.72433,0.001,0.18,0,0.002,0.23,-0.001,-0.08,0.06,0.00,3
196,Entry long,2026-05-11 07:00,AUDUSD_HL_BASE,0.72433,1,0.72433,0.001,0.18,0,0.002,0.23,-0.001,-0.08,0.06,0.00,3
197,Exit long,2026-05-13 08:00,TP_OR_SL,0.72415,1,0.72502,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.05,0.00,1
197,Entry long,2026-05-13 07:00,AUDUSD_HL_BASE,0.72502,1,0.72502,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.05,0.00,1
198,Exit long,2026-05-20 10:00,TP_OR_SL,0.71167,1,0.71279,-0.001,-0.16,0,0.0005,0.07,-0.001,-0.16,0.05,0.00,3
198,Entry long,2026-05-20 07:00,AUDUSD_HL_BASE,0.71279,1,0.71279,-0.001,-0.16,0,0.0005,0.07,-0.001,-0.16,0.05,0.00,3
199,Exit long,2026-05-29 09:00,TP_OR_SL,0.71879,1,0.717,0.002,0.25,0,0.002,0.25,-0.0002,-0.03,0.06,0.00,2
199,Entry long,2026-05-29 07:00,AUDUSD_HL_BODY_EXTREME,0.717,1,0.717,0.002,0.25,0,0.002,0.25,-0.0002,-0.03,0.06,0.00,2
200,Exit long,2026-06-02 09:00,TP_OR_SL,0.71728,1,0.7181,-0.001,-0.11,0,0.0001,0.02,-0.001,-0.11,0.05,0.00,2
200,Entry long,2026-06-02 07:00,AUDUSD_HL_BASE,0.7181,1,0.7181,-0.001,-0.11,0,0.0001,0.02,-0.001,-0.11,0.05,0.00,2
201,Exit long,2026-06-04 10:00,TP_OR_SL,0.71383,1,0.7147,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.05,0.00,3
201,Entry long,2026-06-04 07:00,AUDUSD_HL_BODY_EXTREME,0.7147,1,0.7147,-0.001,-0.12,0,0.0002,0.03,-0.001,-0.12,0.05,0.00,3
202,Exit long,2026-06-08 10:00,TP_OR_SL,0.70556,1,0.707,-0.001,-0.20,0,0.001,0.09,-0.001,-0.20,0.05,0.00,3
202,Entry long,2026-06-08 07:00,AUDUSD_HL_BASE,0.707,1,0.707,-0.001,-0.20,0,0.001,0.09,-0.001,-0.20,0.05,0.00,3
203,Exit long,2026-06-09 09:00,TP_OR_SL,0.70499,1,0.70605,-0.001,-0.15,0,0.0002,0.03,-0.001,-0.15,0.05,0.00,2
203,Entry long,2026-06-09 07:00,AUDUSD_HL_BASE,0.70605,1,0.70605,-0.001,-0.15,0,0.0002,0.03,-0.001,-0.15,0.05,0.00,2
204,Exit long,2026-06-29 09:00,TP_OR_SL,0.68923,1,0.6901,-0.001,-0.13,0,0.0001,0.01,-0.001,-0.13,0.05,0.00,2
204,Entry long,2026-06-29 07:00,AUDUSD_HL_BASE,0.6901,1,0.6901,-0.001,-0.13,0,0.0001,0.01,-0.001,-0.13,0.05,0.00,2
205,Exit long,2026-07-07 09:00,TP_OR_SL,0.6941,1,0.69484,-0.001,-0.11,0,0.001,0.10,-0.001,-0.11,0.05,0.00,2
205,Entry long,2026-07-07 07:00,AUDUSD_HL_BASE,0.69484,1,0.69484,-0.001,-0.11,0,0.001,0.10,-0.001,-0.11,0.05,0.00,2
206,Exit long,2026-07-13 09:00,TP_OR_SL,0.69369,1,0.69452,-0.001,-0.12,0,0.0003,0.05,-0.001,-0.12,0.05,0.00,2
206,Entry long,2026-07-13 07:00,AUDUSD_HL_BASE,0.69452,1,0.69452,-0.001,-0.12,0,0.0003,0.05,-0.001,-0.12,0.05,0.00,2
207,Exit long,2026-07-15 10:00,TIME_EXIT,0.69992,1,0.69856,0.001,0.19,0,0.001,0.20,-0.0003,-0.04,0.05,0.00,3
207,Entry long,2026-07-15 07:00,AUDUSD_HL_BASE,0.69856,1,0.69856,0.001,0.19,0,0.001,0.20,-0.0003,-0.04,0.05,0.00,3
208,Exit long,2026-07-20 08:00,TP_OR_SL,0.70013,1,0.70095,-0.001,-0.12,0,0.00001,0.00,-0.001,-0.12,0.05,0.00,1
208,Entry long,2026-07-20 07:00,AUDUSD_HL_BASE,0.70095,1,0.70095,-0.001,-0.12,0,0.00001,0.00,-0.001,-0.12,0.05,0.00,1
209,Exit long,2026-08-04 10:00,TIME_EXIT,0.70384,1,0.70325,0.001,0.08,0,0.001,0.14,-0.0004,-0.06,0.05,0.00,3
209,Entry long,2026-08-04 07:00,AUDUSD_HL_BASE,0.70325,1,0.70325,0.001,0.08,0,0.001,0.14,-0.0004,-0.06,0.05,0.00,3
210,Exit long,2026-08-05 10:00,TP_OR_SL,0.70633,1,0.70494,0.001,0.20,0,0.001,0.20,-0.0004,-0.06,0.05,0.00,3
210,Entry long,2026-08-05 07:00,AUDUSD_HL_BODY_EXTREME,0.70494,1,0.70494,0.001,0.20,0,0.001,0.20,-0.0004,-0.06,0.05,0.00,3
211,Exit long,2026-08-11 10:00,TIME_EXIT,0.70639,1,0.70609,0.0003,0.04,0,0.001,0.12,-0.0001,-0.02,0.05,0.00,3
211,Entry long,2026-08-11 07:00,AUDUSD_HL_BASE,0.70609,1,0.70609,0.0003,0.04,0,0.001,0.12,-0.0001,-0.02,0.05,0.00,3
212,Exit long,2026-08-12 08:00,TP_OR_SL,0.70646,1,0.70707,-0.001,-0.09,0,0.00001,0.00,-0.001,-0.09,0.05,0.00,1
212,Entry long,2026-08-12 07:00,AUDUSD_HL_BODY_EXTREME,0.70707,1,0.70707,-0.001,-0.09,0,0.00001,0.00,-0.001,-0.09,0.05,0.00,1
213,Exit long,2026-08-14 09:00,TP_OR_SL,0.70925,1,0.70812,0.001,0.16,0,0.001,0.16,-0.0003,-0.05,0.05,0.00,2
213,Entry long,2026-08-14 07:00,AUDUSD_HL_BASE,0.70812,1,0.70812,0.001,0.16,0,0.001,0.16,-0.0003,-0.05,0.05,0.00,2
214,Exit long,2026-08-21 10:00,TIME_EXIT,0.71638,1,0.71636,0.00002,0.00,0,0.001,0.13,-0.0004,-0.05,0.05,0.00,3
214,Entry long,2026-08-21 07:00,AUDUSD_HL_BASE,0.71636,1,0.71636,0.00002,0.00,0,0.001,0.13,-0.0004,-0.05,0.05,0.00,3
215,Exit long,2026-08-25 10:00,TIME_EXIT,0.71563,1,0.71538,0.0003,0.03,0,0.001,0.14,-0.0004,-0.06,0.05,0.00,3
215,Entry long,2026-08-25 07:00,AUDUSD_HL_BASE,0.71538,1,0.71538,0.0003,0.03,0,0.001,0.14,-0.0004,-0.06,0.05,0.00,3
216,Exit long,2026-08-26 08:00,TP_OR_SL,0.71776,1,0.71846,-0.001,-0.10,0,0.0005,0.07,-0.001,-0.10,0.05,0.00,1
216,Entry long,2026-08-26 07:00,AUDUSD_HL_BODY_EXTREME,0.71846,1,0.71846,-0.001,-0.10,0,0.0005,0.07,-0.001,-0.10,0.05,0.00,1
217,Exit long,2026-08-27 10:00,TIME_EXIT,0.71913,1,0.71866,0.0005,0.07,0,0.001,0.13,-0.0002,-0.03,0.05,0.00,3
217,Entry long,2026-08-27 07:00,AUDUSD_HL_BODY_EXTREME,0.71866,1,0.71866,0.0005,0.07,0,0.001,0.13,-0.0002,-0.03,0.05,0.00,3
218,Exit long,2026-09-03 10:00,TIME_EXIT,0.71923,1,0.71921,0.00002,0.00,0,0.001,0.21,-0.001,-0.08,0.05,0.00,3
218,Entry long,2026-09-03 07:00,AUDUSD_HL_BASE,0.71921,1,0.71921,0.00002,0.00,0,0.001,0.21,-0.001,-0.08,0.05,0.00,3
219,Exit long,2026-09-04 08:00,TP_OR_SL,0.71969,1,0.72036,-0.001,-0.09,0,0.001,0.10,-0.001,-0.09,0.05,0.00,1
219,Entry long,2026-09-04 07:00,AUDUSD_HL_BASE,0.72036,1,0.72036,-0.001,-0.09,0,0.001,0.10,-0.001,-0.09,0.05,0.00,1
